"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109"
"1" 0.59 0.804285714285714 0.1 0.618571428571429 0.612 27.8571428571429 0.38 0.5625 0.304285714285714 0.0476190476190476 0.0201726300999774 0.26890756302521 0.0673185941043084 0.0120795034711821 0.0417469278978821 0.565074002574003 0.328571428571429 0.0209394409937888 0.0785714285714286 0.0202651515151515 0.0871428571428571 0.00407407407407407 0.0791666666666667 0.0803571428571429 0.0822619047619048 0.0777380952380952 0.00858085808580858 0.545833333333333 0.0459183673469388 0.767261904761905 0.0350931677018634 0.71297619047619 0.639761904761905 0.522380952380952 0.485 0.914285714285714 0.144166666666667 0.154880952380952 0.108333333333333 0.570509193776521 0.882380952380952 0.669125258799172 0.4828 0.5215 0.483185714285714 0.400257142857143 0.550957142857143 0.435185714285714 0.101228571428571 0.200957142857143 0.0269571428571429 0.0793428571428571 0.216785714285714 0.0269571428571429 0.317842857142857 0.328614285714286 0.606914285714286 0.291213256330354 0.384017024316524 0.210527603616601 0.13115 0.0919285714285715 0.195364285714286 0.103378571428571 0.185521428571429 0.12835 0.837922997639435 0.0658928571428571 0.908807301955567 0.119821428571429 0.771780706066982 0.206392857142857 0.0235714285714286 0.0235714285714286 0.0489285714285714 0.0414285714285714 0.0414285714285714 0.0757142857142857 0.0464285714285714 0.025 0.05 0.0092 0.0014 0.00864285714285714 0.00155437228955508 0.00509021807016778 2.58571428571429 3.28857142857143 0.305714285714286 2.10571428571429 0.653869 0.873757857142857 0.7678854 0.913851142857143 0.648244014285714 0.860925357142857 0.7030683 0.8749505 0.658664871428571 0.822449485714286 0.717721585714286 0.852733928571428 0.551049157142857 0.868976814285714 0.3318647 0.7402809 0.550555971428571 0.6742639 0.0285714285714286
"2" 0.662857142857143 0.767142857142857 0.1 0.715714285714286 0.612 27.8571428571429 0.38 0.570535714285714 0.22 0.0873015873015873 0.0362850658355142 0.512605042016807 0.0696806500377929 0.0123265065876257 0.0276450860113483 0.587194337194337 0.1 0.0165269151138716 0.0745238095238095 0.0202651515151515 0.0871428571428571 0.0160780423280423 0.0791666666666667 0.0817857142857143 0.0822619047619048 0.0795238095238095 0.0250825082508251 0.611547619047619 0.0345804988662132 0.767261904761905 0.0237060041407867 0.678214285714286 0.657142857142857 0.501309523809524 0.485 0.642857142857143 0.152619047619048 0.154880952380952 0.1225 0.570509193776521 0.490238095238095 0.2075 0.499342857142857 0.609871428571429 0.4663 0.400257142857143 0.5215 0.3807 0.0684 0.216785714285714 0.0159 0.0684 0.1693 0.0159 0.2287 0.525242857142857 0.536642857142857 0.301849418024502 0.416711584452928 0.277843229088086 0.148321428571429 0.0715 0.195364285714286 0.103378571428571 0.185521428571429 0.151621428571429 0.861324393054742 0.0951785714285714 0.908807301955567 0.119821428571429 0.790111218619273 0.15025 0.0328571428571429 0.005 0.0671428571428571 0.0271428571428571 0.0271428571428571 0.05 0.0464285714285714 0.0357142857142857 0.05 0.00697142857142857 0.00251428571428571 0.00864285714285714 0.000305508878211125 0.00509021807016778 3.28857142857143 1.88285714285714 0.348571428571429 3.42142857142857 0.6926118 0.8635411 0.7796406 0.919001385714286 0.648244014285714 0.860925357142857 0.747476242857143 0.9059564 0.615490114285714 0.830855971428571 0.717721585714286 0.866518257142857 0.653108671428571 0.852899657142857 0.3318647 0.836073428571429 0.550555971428571 0.755985585714286 0.0142857142857143
"3" 0.59 0.841428571428571 0.442857142857143 0.667142857142857 0.642 34.2857142857143 0.38 0.5625 0.472857142857143 0.0277777777777778 0.0362850658355142 0.26890756302521 0.0684996220710506 0.0120795034711821 0.0558487697844158 0.542953667953668 0.328571428571429 0.0209394409937888 0.0725 0.0132954545454545 0.101428571428571 0.00807539682539683 0.0791666666666667 0.0803571428571429 0.0822619047619048 0.0795238095238095 0.0250825082508251 0.567738095238095 0.0345804988662132 0.767261904761905 0.0123188405797101 0.678214285714286 0.622380952380952 0.501309523809524 0.605714285714286 0.642857142857143 0.144166666666667 0.154880952380952 0.136666666666667 0.570509193776521 0.294166666666667 0.899937888198758 0.515885714285714 0.609871428571429 0.516957142857143 0.454914285714286 0.609871428571429 0.3807 0.0684 0.216785714285714 0.0269571428571429 0.0902857142857143 0.1693 0.0490714285714286 0.317842857142857 0.525242857142857 0.466371428571429 0.291213256330354 0.449406144589332 0.232966145440429 0.148321428571429 0.112357142857143 0.185807142857143 0.106992857142857 0.142407142857143 0.143864285714286 0.853523927916307 0.0658928571428571 0.872803633065506 0.0980357142857143 0.790111218619273 0.234464285714286 0.0328571428571429 0.0142857142857143 0.0125 0.0414285714285714 0.0342857142857143 0.0885714285714286 0.0571428571428571 0.025 0.0928571428571429 0.00808571428571429 0.00251428571428571 0.00864285714285714 0.000305508878211125 0.00379965365836407 1.18 2.58571428571429 0.305714285714286 3.42142857142857 0.653869 0.8635411 0.7796406 0.9087009 0.5767041 0.860925357142857 0.725272271428571 0.8852858 0.615490114285714 0.814043 0.6629001 0.852733928571428 0.551049157142857 0.8368225 0.5830055 0.772211742857143 0.361334057142857 0.796846428571429 0.0285714285714286
"4" 0.638571428571429 0.73 0.1 0.715714285714286 0.612 34.2857142857143 0.48 0.5625 0.304285714285714 0.0873015873015873 0.0443412837032826 0.512605042016807 0.0684996220710506 0.0122030050294039 0.0135432441248146 0.542953667953668 0.328571428571429 0.0165269151138716 0.0785714285714286 0.0202651515151515 0.0942857142857143 0.0160780423280423 0.0791666666666667 0.0817857142857143 0.0822619047619048 0.075952380952381 0.0333333333333333 0.611547619047619 0.0459183673469388 0.579642857142857 0.0237060041407867 0.660833333333333 0.605 0.501309523809524 0.605714285714286 0.642857142857143 0.144166666666667 0.131666666666667 0.150833333333333 0.203333333333333 0.294166666666667 0.438312629399586 0.4828 0.5215 0.4663 0.509571428571429 0.5215 0.489671428571429 0.0684 0.200957142857143 0.0269571428571429 0.0793428571428571 0.216785714285714 0.0159 0.258414285714286 0.426928571428571 0.606914285714286 0.301849418024502 0.35132246418012 0.277843229088086 0.148321428571429 0.0919285714285715 0.204921428571429 0.0997642857142857 0.142407142857143 0.136107142857143 0.853523927916307 0.05125 0.908807301955567 0.0980357142857143 0.771780706066982 0.234464285714286 0.0235714285714286 0.0328571428571429 0.0125 0.0271428571428571 0.0414285714285714 0.05 0.0464285714285714 0.0571428571428571 0.05 0.00808571428571429 0.00474285714285714 0.0109142857142857 0.00155437228955508 0.00509021807016778 2.58571428571429 3.28857142857143 0.348571428571429 3.42142857142857 0.7119832 0.8635411 0.7796406 0.913851142857143 0.5767041 0.8411695 0.725272271428571 0.8956211 0.5291406 0.814043 0.6629001 0.852733928571428 0.5000194 0.8368225 0.4992919 0.772211742857143 0.550555971428571 0.6742639 0.0428571428571429
"5" 0.614285714285714 0.804285714285714 0.442857142857143 0.618571428571429 0.612 15 0.43 0.586607142857143 0.472857142857143 0.0476190476190476 0.0362850658355142 0.147058823529412 0.0661375661375661 0.0119560019129603 0.0276450860113483 0.542953667953668 0.214285714285714 0.0209394409937888 0.0745238095238095 0.00981060606060606 0.0942857142857143 0.0120767195767196 0.0813095238095238 0.0817857142857143 0.0901190476190476 0.0741666666666667 0.00858085808580858 0.545833333333333 0.0459183673469388 0.579642857142857 0.0123188405797101 0.678214285714286 0.622380952380952 0.501309523809524 0.605714285714286 0.371428571428571 0.161071428571429 0.178095238095238 0.108333333333333 0.754097123998114 0.686309523809524 0.438312629399586 0.532428571428571 0.5215 0.4663 0.509571428571429 0.580414285714286 0.489671428571429 0.0902857142857143 0.200957142857143 0.0490714285714286 0.101228571428571 0.1693 0.0159 0.288128571428571 0.426928571428571 0.536642857142857 0.31248557971865 0.384017024316524 0.277843229088086 0.139735714285714 0.0715 0.204921428571429 0.106992857142857 0.163964285714286 0.12835 0.837922997639435 0.05125 0.854801798620476 0.0980357142857143 0.771780706066982 0.206392857142857 0.0235714285714286 0.0328571428571429 0.0307142857142857 0.0342857142857143 0.0271428571428571 0.0628571428571429 0.025 0.0571428571428571 0.0928571428571429 0.00697142857142857 0.0014 0.0041 0.000929940583883103 0.00509021807016778 1.88285714285714 1.18 0.22 4.73714285714286 0.6926118 0.8635411 0.7796406 0.924151628571429 0.648244014285714 0.854340071428571 0.725272271428571 0.8956211 0.572315357142857 0.822449485714286 0.745132328571429 0.880302585714286 0.653108671428571 0.885053971428571 0.3318647 0.7402809 0.550555971428571 0.755985585714286 0.0428571428571429
"6" 0.638571428571429 0.804285714285714 0.328571428571429 0.57 0.642 15 0.33 0.578571428571429 0.304285714285714 0.0476190476190476 0.0443412837032826 0.26890756302521 0.0684996220710506 0.0122030050294039 0.0558487697844158 0.542953667953668 0.442857142857143 0.0165269151138716 0.076547619047619 0.016780303030303 0.08 0.0120767195767196 0.0855952380952381 0.0817857142857143 0.0861904761904762 0.0795238095238095 0.0250825082508251 0.567738095238095 0.0345804988662132 0.767261904761905 0.0237060041407867 0.660833333333333 0.622380952380952 0.480238095238095 0.485 0.642857142857143 0.16952380952381 0.178095238095238 0.108333333333333 0.570509193776521 0.490238095238095 0.438312629399586 0.532428571428571 0.580414285714286 0.483185714285714 0.509571428571429 0.580414285714286 0.435185714285714 0.0684 0.200957142857143 0.0490714285714286 0.0684 0.216785714285714 0.0490714285714286 0.258414285714286 0.328614285714286 0.536642857142857 0.280577094636206 0.384017024316524 0.277843229088086 0.139735714285714 0.112357142857143 0.185807142857143 0.0997642857142857 0.142407142857143 0.12835 0.861324393054742 0.0805357142857143 0.872803633065506 0.141607142857143 0.771780706066982 0.206392857142857 0.0328571428571429 0.0142857142857143 0.0125 0.0342857142857143 0.0271428571428571 0.0757142857142857 0.025 0.0357142857142857 0.114285714285714 0.00808571428571429 0.00362857142857143 0.00864285714285714 0.000305508878211125 0.00638078248197149 3.28857142857143 1.18 0.22 0.79 0.7119832 0.866946685714286 0.7561302 0.913851142857143 0.5767041 0.860925357142857 0.7030683 0.8852858 0.572315357142857 0.839262457142857 0.690310842857143 0.866518257142857 0.602078914285714 0.852899657142857 0.3318647 0.7402809 0.2667231 0.6742639 0.0428571428571429
"7" 0.662857142857143 0.841428571428571 0.442857142857143 0.57 0.642 34.2857142857143 0.43 0.570535714285714 0.388571428571429 0.0476190476190476 0.0201726300999774 0.390756302521008 0.0673185941043084 0.0119560019129603 0.0276450860113483 0.542953667953668 0.328571428571429 0.0187331780538302 0.0725 0.00981060606060606 0.0871428571428571 0.00407407407407407 0.0855952380952381 0.0803571428571429 0.0861904761904762 0.0741666666666667 0.00858085808580858 0.611547619047619 0.0119047619047619 0.767261904761905 0.0350931677018634 0.678214285714286 0.605 0.459166666666667 0.485 0.371428571428571 0.152619047619048 0.178095238095238 0.150833333333333 0.754097123998114 0.294166666666667 0.899937888198758 0.4828 0.550957142857143 0.483185714285714 0.509571428571429 0.550957142857143 0.435185714285714 0.101228571428571 0.185128571428571 0.0490714285714286 0.0684 0.1693 0.0159 0.317842857142857 0.426928571428571 0.536642857142857 0.291213256330354 0.449406144589332 0.210527603616601 0.148321428571429 0.112357142857143 0.17625 0.0997642857142857 0.163964285714286 0.136107142857143 0.861324393054742 0.0951785714285714 0.908807301955567 0.07625 0.790111218619273 0.206392857142857 0.0328571428571429 0.005 0.0125 0.02 0.0271428571428571 0.05 0.025 0.0357142857142857 0.114285714285714 0.0092 0.00474285714285714 0.0041 0.00155437228955508 0.00638078248197149 3.28857142857143 1.18 0.262857142857143 2.10571428571429 0.653869 0.870352271428571 0.7678854 0.913851142857143 0.612474057142857 0.854340071428571 0.7030683 0.8749505 0.615490114285714 0.814043 0.745132328571429 0.866518257142857 0.653108671428571 0.8368225 0.4155783 0.836073428571429 0.361334057142857 0.796846428571429 0.0142857142857143
"8" 0.662857142857143 0.841428571428571 0.328571428571429 0.618571428571429 0.672 27.8571428571429 0.33 0.586607142857143 0.388571428571429 0.0873015873015873 0.0443412837032826 0.26890756302521 0.0673185941043084 0.0119560019129603 0.0558487697844158 0.565074002574003 0.1 0.014320652173913 0.0785714285714286 0.0202651515151515 0.101428571428571 0.00407407407407407 0.0813095238095238 0.0817857142857143 0.0822619047619048 0.0777380952380952 0.0250825082508251 0.611547619047619 0.0345804988662132 0.485833333333333 0.0237060041407867 0.660833333333333 0.622380952380952 0.459166666666667 0.525238095238095 0.371428571428571 0.144166666666667 0.178095238095238 0.108333333333333 0.203333333333333 0.686309523809524 0.438312629399586 0.532428571428571 0.550957142857143 0.483185714285714 0.509571428571429 0.580414285714286 0.3807 0.0793428571428571 0.1693 0.0380142857142857 0.101228571428571 0.216785714285714 0.0159 0.317842857142857 0.426928571428571 0.606914285714286 0.31248557971865 0.384017024316524 0.210527603616601 0.148321428571429 0.132785714285714 0.195364285714286 0.0997642857142857 0.142407142857143 0.136107142857143 0.861324393054742 0.0805357142857143 0.908807301955567 0.0980357142857143 0.790111218619273 0.206392857142857 0.0142857142857143 0.005 0.0489285714285714 0.0271428571428571 0.02 0.05 0.0571428571428571 0.0357142857142857 0.0928571428571429 0.00585714285714286 0.00251428571428571 0.0109142857142857 0.00217880399522706 0.00509021807016778 3.28857142857143 1.88285714285714 0.348571428571429 4.73714285714286 0.6926118 0.8635411 0.7913958 0.919001385714286 0.5767041 0.860925357142857 0.7030683 0.8852858 0.5291406 0.830855971428571 0.6629001 0.880302585714286 0.5000194 0.8368225 0.4992919 0.836073428571429 0.455945014285714 0.6742639 0.0428571428571429
"9" 0.614285714285714 0.767142857142857 0.442857142857143 0.667142857142857 0.672 21.4285714285714 0.33 0.5625 0.472857142857143 0.0476190476190476 0.0282288479677458 0.26890756302521 0.0684996220710506 0.0122030050294039 0.0135432441248146 0.587194337194337 0.1 0.0209394409937888 0.0725 0.0202651515151515 0.0871428571428571 0.00407407407407407 0.0834523809523809 0.0789285714285714 0.0822619047619048 0.0777380952380952 0.0168316831683168 0.611547619047619 0.0119047619047619 0.485833333333333 0.0237060041407867 0.660833333333333 0.657142857142857 0.522380952380952 0.56547619047619 0.914285714285714 0.144166666666667 0.131666666666667 0.136666666666667 0.203333333333333 0.882380952380952 0.899937888198758 0.532428571428571 0.5215 0.500071428571429 0.454914285714286 0.609871428571429 0.3807 0.0902857142857143 0.1693 0.0490714285714286 0.101228571428571 0.200957142857143 0.0269571428571429 0.2287 0.426928571428571 0.466371428571429 0.301849418024502 0.35132246418012 0.210527603616601 0.148321428571429 0.132785714285714 0.195364285714286 0.0997642857142857 0.185521428571429 0.12835 0.845723462777871 0.0951785714285714 0.908807301955567 0.0980357142857143 0.790111218619273 0.15025 0.005 0.0328571428571429 0.0125 0.0414285714285714 0.0271428571428571 0.0628571428571429 0.0357142857142857 0.025 0.0714285714285714 0.00808571428571429 0.0014 0.0041 0.00217880399522706 0.0076713468937752 1.88285714285714 1.88285714285714 0.305714285714286 3.42142857142857 0.653869 0.870352271428571 0.7913958 0.913851142857143 0.5767041 0.860925357142857 0.769680214285714 0.9059564 0.572315357142857 0.839262457142857 0.690310842857143 0.866518257142857 0.5000194 0.852899657142857 0.4155783 0.7402809 0.2667231 0.796846428571429 0
"10" 0.638571428571429 0.804285714285714 0.328571428571429 0.667142857142857 0.672 21.4285714285714 0.33 0.570535714285714 0.304285714285714 0.0674603174603175 0.0443412837032826 0.390756302521008 0.0684996220710506 0.0120795034711821 0.0558487697844158 0.520833333333333 0.442857142857143 0.014320652173913 0.0785714285714286 0.0132954545454545 0.101428571428571 0.0160780423280423 0.0813095238095238 0.0803571428571429 0.0783333333333333 0.075952380952381 0.0168316831683168 0.567738095238095 0.0232426303854875 0.767261904761905 0.0123188405797101 0.660833333333333 0.639761904761905 0.522380952380952 0.525238095238095 0.914285714285714 0.16952380952381 0.154880952380952 0.136666666666667 0.203333333333333 0.882380952380952 0.438312629399586 0.515885714285714 0.609871428571429 0.4663 0.454914285714286 0.580414285714286 0.544157142857143 0.0793428571428571 0.200957142857143 0.0490714285714286 0.0902857142857143 0.200957142857143 0.0269571428571429 0.2287 0.426928571428571 0.466371428571429 0.31248557971865 0.35132246418012 0.277843229088086 0.13115 0.0919285714285715 0.185807142857143 0.09615 0.163964285714286 0.12835 0.861324393054742 0.0805357142857143 0.908807301955567 0.0980357142857143 0.790111218619273 0.15025 0.0142857142857143 0.0142857142857143 0.0671428571428571 0.02 0.02 0.0885714285714286 0.0357142857142857 0.025 0.114285714285714 0.0092 0.00474285714285714 0.0109142857142857 0.00155437228955508 0.0076713468937752 3.28857142857143 1.18 0.305714285714286 4.73714285714286 0.6926118 0.866946685714286 0.7913958 0.913851142857143 0.648244014285714 0.847754785714286 0.725272271428571 0.9059564 0.615490114285714 0.839262457142857 0.745132328571429 0.8389496 0.5000194 0.885053971428571 0.4992919 0.7402809 0.2667231 0.6742639 0
